Id,ItemId,Amount,InvoiceId
1,887,65,6029b724-1149-4bbb-aad7-a6502d96476f
2,930,34,d769da46-e99f-450d-beba-7cebbafa39da
3,562,95,9526355d-8b4a-499c-aa40-bef85359a83f
4,465,67,3349f0cb-702f-4fe1-bf23-bce577cf221c
5,980,58,12596e09-831b-43fa-ad1b-5343dd212298
6,332,47,3f636efb-6cc3-4e12-a3ef-98f0434f73d2
7,511,61,615bbb31-48f0-44cd-b1bb-56ee821a9601
8,284,13,c9f8e3e5-8933-43f8-a700-9f3f82270a8c
9,998,68,dc5efff2-f0c1-414b-86a5-a9ba9ac1ce4e
10,938,97,5f9f48a7-8861-4455-813e-813f8ff71b43
11,169,61,a3fbe9e7-3d34-4d44-87f5-dc8d2c839459
12,620,99,e48302ad-5c34-45cc-875d-5e8095a94488
13,782,78,6c77c127-2290-4e0f-95df-4cf83f54c2d3
14,908,83,6d6492fe-13e5-41a3-9ad6-dd98098b4966
15,238,85,0338176b-bf91-4266-b6d1-d7889709ab72
16,760,25,6dd4a196-2350-4382-9a87-2f7bcf7d8743
17,954,76,46242ade-dcb8-44b9-8b40-310597991f38
18,587,51,b298c625-fd73-4de9-99c6-339bbce6d449
19,401,49,f4236dec-8293-4cf9-9a6e-19295883736f
20,91,10,fc682d16-34ef-456c-858f-030542f8a83e
21,169,81,3c438654-8139-4270-875c-c25e5fdf4a0d
22,514,49,a5672a00-51a5-4066-bde7-da963497096a
23,740,87,e022a4bc-d120-4f50-91fd-d2633d33a0cb
24,183,25,a99cf8c6-6fea-4d69-b3d0-205f0ae85028
25,804,32,3254bbce-daf5-4828-a51e-f02f437afcdb
26,283,90,b476c4e5-ded9-4d25-b190-9f33f22535a0
27,124,92,3254bbce-daf5-4828-a51e-f02f437afcdb
28,347,3,499f940c-e237-48de-8165-12408251686d
29,903,98,75a8ee11-a4a0-44c9-b7fd-4637a248e3ef
30,631,3,72e3db81-8efb-4d1d-98b9-b87565c42bb7
31,288,47,aa72a9bd-f1ee-4677-8bfa-07d4cc0782b1
32,317,57,44312347-1975-4599-802d-57edccd5896f
33,565,50,d768bb60-7e96-4c4a-96e6-d39cc9240631
34,405,8,b3f62ad4-bcb7-45cc-ae0a-0f90358b93e0
35,953,24,e7705c09-047d-4172-a579-2ebfa557218b
36,474,27,e26d9782-66ba-476a-bd8b-698412c6566d
37,729,90,49cfa242-4728-4c0a-947e-d947dacce87d
38,363,71,0456011a-14d6-406f-ad5a-9f63217819c7
39,303,86,a6c0e0b4-3d6c-4b21-a917-14c630b91f03
40,303,81,8a4aee5b-2bfc-4e45-85ee-7e6c6be354e1
41,420,31,4622e978-de66-4373-8c42-518501957d71
42,612,48,d5673ac1-3761-4162-8e6d-c1951cc72eed
43,818,48,36918bde-cb42-4113-9707-f5100e99ada2
44,114,93,8cb089fc-1e0f-4888-a248-a7b29370df90
45,998,35,9d280680-e9ab-4a9b-9649-dea515c52e1b
46,811,2,ba0b3d86-7d1f-43bf-bba9-dda215990f8a
47,236,14,a6fa9a23-0142-454b-aeca-daa06aa61430
48,648,36,65c9ea6d-4df9-4687-8eb7-1fc542d3d35f
49,664,98,00537f25-1bf8-470f-9a20-7bc2cac1d717
50,838,53,bea9a6cd-0aac-4ac5-acb6-cf1f20c25472
51,661,54,2c2d89d8-4998-41ab-a230-737f5722d427
52,864,55,2f5ab078-54c0-41d0-838e-bcbed72ded1a
53,991,21,be79e6b4-0da5-4d15-97d5-0136d4888707
54,961,13,a04c4448-6f31-4993-a7dd-1e05c6968a36
55,467,35,77e4fad4-1bf4-4e8e-8bd0-f62d63d0c014
56,550,9,44aa19a8-23ca-4157-a540-bb8d7ed0ef8a
57,368,32,a8c1401c-5d43-438e-b0bb-87588c1a9716
58,35,64,f2bdb40d-9925-4253-a99e-2f096a6d51d8
59,95,53,ef974f4e-aca4-48b9-aad8-64e0f14fb255
60,461,91,35348a78-3433-4cd0-b4d4-3f03968abd36
61,128,62,d3e4328a-494b-429b-ac83-ed73592b178a
62,299,75,a8c1401c-5d43-438e-b0bb-87588c1a9716
63,222,22,34982e1a-94aa-42b3-83a1-57febe52ea1c
64,695,77,6ab8e089-dd61-4600-8e14-87a9d684b5d9
65,47,46,a5672a00-51a5-4066-bde7-da963497096a
66,578,65,df778c4e-fd78-4573-9b20-64dea632e5bb
67,938,74,15da13ad-a594-4f36-801c-648d00e15e22
68,388,73,dd215fc8-8b9e-4436-bde5-450018b7d88c
69,269,15,ce27d779-56cb-4af4-97c4-7327f8afe161
70,812,79,06c679e4-487d-42d8-aacb-c846c2f7e6bc
71,24,69,0cd70074-0ce6-4778-bb96-eb8eadc0ffa6
72,655,18,ffe7e26b-2f6a-4fcf-8cba-4ee711a58813
73,757,49,9e49fa91-6af1-4096-8909-08c4acf5bcff
74,842,95,a0b268da-3f99-43f1-a886-b9cb98593c6b
75,341,47,00fe8730-e8fc-4c38-afba-5d7127e1fbcb
76,969,24,00298739-3b0c-4b6a-85fe-5d7c8ef89d8e
77,224,25,a76da7e9-61c3-41d1-80e2-8d485f0cd9da
78,345,11,e52b0117-864a-4a9a-8b40-f8938107b58c
79,688,21,5af01460-0f20-44de-9a5b-03c67d71f1b9
80,608,91,c6664333-c7a7-4918-b744-683f5a5c8cdd
81,964,11,071b5b74-611a-4d1c-b1b8-4af9260d909b
82,844,100,e9f4f027-ca04-47d1-89fa-b0cd42dab516
83,399,15,dc9ca14d-32df-4b65-9e05-f261c608ee29
84,272,12,05429bc0-6896-4de4-88e7-49a705b1c977
85,205,57,41c4df91-600a-4848-8a06-ecf1c65e9f98
86,46,26,f87dcd81-fbdd-4add-9626-08db6f4c5465
87,524,14,87331f2f-0907-49a7-bd81-5933387a7a4c
